coachID,year,tmID,stint,lgID,franchID,confID,divID,rank,playoff,seeded,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,powerRanking
fortnne99w,4,IND,0,WNBA,IND,EA,,5,N,0,,,,Indiana Fever,839,2011,449,563,210,600,334,654,988,539,668,299,474,121,837,1908,490,638,157,421,309,677,986,570,631,227,512,170,0,0,0,0,0,0,16,18,34,11,6,5,12,12,12,6875,141778,Conseco Fieldhouse,-102.40304135483166
gaineco01w,9,PHO,0,WNBA,PHO,WE,,6,N,0,,,,Phoenix Mercury,1069,2485,642,773,230,701,375,851,1226,560,794,232,489,156,1036,2460,694,932,243,695,440,858,1298,650,717,234,500,129,0,0,0,0,0,0,16,18,34,10,7,6,11,8,12,6825,144867,US Airways Center,-166.54286943376337
gaineco01w,10,PHO,0,WNBA,PHO,WE,,1,Y,0,W,W,W,Phoenix Mercury,1128,2454,643,752,257,665,284,906,1190,625,740,225,500,181,1094,2582,638,851,205,608,421,864,1285,607,671,260,460,143,0,0,0,0,0,0,23,11,34,12,5,11,6,13,7,6900,144884,US Airways Center,-46.10611961931909
gilloje01w,10,MIN,0,WNBA,MIN,WE,,5,N,0,,,,Minnesota Lynx,949,2257,591,766,242,695,325,762,1087,509,693,301,513,128,1041,2260,550,711,195,510,317,848,1165,589,694,250,543,140,0,0,0,0,0,0,14,20,34,9,8,5,12,7,13,6875,128127,Target Center,-245.32225402147697
grafca99wc,5,PHO,0,WNBA,PHO,WE,,5,N,0,,,,Phoenix Mercury,826,1922,456,598,192,519,264,652,916,501,748,282,464,137,784,1845,534,724,133,348,309,711,1020,456,660,226,536,137,0,0,0,0,0,0,17,17,34,10,7,7,10,11,11,6825,136295,US Airways Center,-49.63233320560357
grafca99wc,6,PHO,0,WNBA,PHO,WE,,5,N,0,,,,Phoenix Mercury,826,1994,531,693,178,539,342,720,1062,549,697,243,517,179,855,1993,523,720,121,332,319,705,1024,470,672,265,483,112,0,0,0,0,0,0,16,18,34,11,6,5,12,12,10,6800,124146,US Airways Center,-113.17101696642385
hargrli99w,1,POR,0,WNBA,POR,WE,,7,N,0,,,,Portland Fire,761,1828,488,697,145,433,309,627,936,480,761,265,593,93,788,1847,577,766,150,447,307,646,953,487,729,277,531,130,0,0,0,0,0,0,10,22,32,6,10,4,12,4,17,6525,133076,Rose Garden Arena,-258.69321720048424
hargrli99w,2,POR,0,WNBA,POR,WE,,7,N,0,,,,Portland Fire,733,1891,450,612,172,519,300,696,996,451,633,244,500,106,791,1944,461,656,159,410,343,763,1106,501,643,293,474,144,0,0,0,0,0,0,11,21,32,6,10,5,11,5,16,6525,137656,Rose Garden Arena,-218.69960756839941
hargrli99w,3,POR,0,WNBA,POR,WE,,5,N,0,,,,Portland Fire,829,1951,410,564,127,391,307,641,948,492,623,239,493,120,819,1885,463,647,126,348,334,678,1012,486,616,272,508,139,0,0,0,0,0,0,16,16,32,9,7,7,9,8,13,6475,128656,Rose Garden Arena,-139.14859091777885
harveca99w,2,UTA,2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,0,0,0,0,0,0,19,13,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,-85.04299841922307
willifr99w,2,UTA,1,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,0,0,0,0,0,0,19,13,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,-96.78388910748208
harveca99w,3,UTA,0,WNBA,SAS,WE,,3,Y,0,W,,,Utah Starzz,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,0,0,0,0,0,0,20,12,32,12,4,8,8,12,9,6450,118720,EnergySolutions Arena,-45.06014699758953
hugheda99w,1,CLE,0,WNBA,CLE,EA,,2,Y,0,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,934,539,647,259,538,91,774,1761,455,583,119,368,277,596,873,540,693,305,552,95,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532,Quicken Loans Arena,-42.202219864145945
hugheda99w,2,CLE,0,WNBA,CLE,EA,,1,Y,0,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,959,503,532,267,444,83,664,1745,328,444,132,417,297,594,891,434,597,225,496,127,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373,Quicken Loans Arena,129.49636416241333
hugheda99w,3,CLE,0,WNBA,CLE,EA,,7,N,0,,,,Cleveland Rockers,760,1820,430,553,121,374,295,674,969,480,567,221,451,83,797,1834,397,521,149,441,278,640,918,530,613,242,428,109,0,0,0,0,0,0,10,22,32,4,12,6,10,7,14,6550,149084,Quicken Loans Arena,-173.41782558016962
hugheda99w,4,CLE,0,WNBA,CLE,EA,,4,Y,0,L,,,Cleveland Rockers,815,1975,464,643,135,425,349,720,1069,517,639,226,466,86,809,1927,465,607,127,355,300,704,1004,510,659,223,467,135,0,0,0,0,0,0,17,17,34,11,6,6,11,13,11,6825,125793,Quicken Loans Arena,-90.53581971928429
hugheda99w,6,SAS,0,WNBA,SAS,WE,,7,N,0,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,946,433,650,195,535,90,898,2059,463,611,142,408,351,704,1055,563,685,283,429,148,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054,AT&T Center,-373.4317496807664
hugheda99w,7,SAS,0,WNBA,SAS,WE,,6,N,0,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749,AT&T Center,-215.09437135669577
hugheda99w,8,SAS,0,WNBA,SAS,WE,,2,Y,0,W,L,,San Antonio Silver Stars,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,0,0,0,0,0,0,20,14,34,9,8,11,6,13,9,6875,128680,AT&T Center,-94.5856728714125
hugheda99w,9,SAS,0,WNBA,SAS,WE,,1,Y,0,W,W,L,San Antonio Silver Stars,901,2080,561,694,183,539,246,847,1093,601,602,272,525,150,904,2271,471,634,139,483,389,817,1206,500,666,278,528,109,0,0,0,0,0,0,24,10,34,15,2,9,8,10,10,6850,135722,AT&T Center,2.3945734758249273
hugheda99w,10,SAS,0,WNBA,SAS,WE,,4,Y,0,L,,,San Antonio Silver Stars,936,2190,487,626,256,739,281,768,1049,598,596,257,509,116,1000,2279,488,620,173,499,364,824,1188,529,643,268,502,120,0,0,0,0,0,0,15,19,34,10,7,5,12,10,10,6950,127957,AT&T Center,-185.78467587451541
jenkica99w,7,MIN,2,WNBA,MIN,WE,,7,N,0,,,,Minnesota Lynx,945,2211,485,681,148,419,340,804,1144,491,654,193,530,113,1004,2314,548,719,179,542,372,832,1204,625,633,308,438,124,0,0,0,0,0,0,10,24,34,8,9,2,15,6,14,6825,109522,Target Center,-357.0522602882602
mcconsu01w,7,MIN,1,WNBA,MIN,WE,,7,N,0,,,,Minnesota Lynx,945,2211,485,681,148,419,340,804,1144,491,654,193,530,113,1004,2314,548,719,179,542,372,832,1204,625,633,308,438,124,0,0,0,0,0,0,10,24,34,8,9,2,15,6,14,6825,109522,Target Center,-347.0390850576937
kenlaje99w,9,WAS,2,WNBA,WAS,EA,,6,N,0,,,,Washington Mystics,885,2131,435,659,163,460,362,770,1132,483,757,241,637,93,929,2096,563,760,180,528,306,787,1093,542,708,314,530,146,0,0,0,0,0,0,10,24,34,6,11,4,13,6,14,6825,154637,Verizon Center,-364.25455017018567
rollitr01w,9,WAS,1,WNBA,WAS,EA,,6,N,0,,,,Washington Mystics,885,2131,435,659,163,460,362,770,1132,483,757,241,637,93,929,2096,563,760,180,528,306,787,1093,542,708,314,530,146,0,0,0,0,0,0,10,24,34,6,11,4,13,6,14,6825,154637,Verizon Center,-357.6888936045293
keyst99wc,9,CHI,0,WNBA,CHI,EA,,5,N,0,,,,Chicago Sky,899,2100,564,812,110,341,357,770,1127,548,639,269,525,149,917,2203,506,655,170,508,366,794,1160,531,681,255,522,124,0,0,0,0,0,0,12,22,34,8,9,4,13,10,10,6875,62146,UIC Pavilion,-170.2756882671015
keyst99wc,10,CHI,0,WNBA,CHI,EA,,5,N,0,,,,Chicago Sky,930,2136,527,693,186,471,307,776,1083,532,605,249,532,138,1004,2269,479,613,206,593,359,797,1156,610,636,273,489,121,0,0,0,0,0,0,16,18,34,12,5,4,13,10,12,6825,66852,UIC Pavilion,-255.8756118485635
laceytr99w,4,CHA,0,WNBA,CHA,EA,,2,Y,0,L,,,Charlotte Sting,787,1881,456,590,187,517,342,629,971,499,697,279,497,115,790,1902,477,667,138,407,386,621,1007,491,606,264,469,104,0,0,0,0,0,0,18,16,34,13,4,5,12,12,12,6850,120061,Charlotte Coliseum,-85.67420218756479
laceytr99w,5,CHA,0,WNBA,CHA,EA,,5,N,0,,,,Charlotte Sting,745,1744,436,590,166,459,256,616,872,426,648,210,479,134,800,1932,438,587,130,349,368,628,996,516,595,243,437,114,0,0,0,0,0,0,16,18,34,10,7,6,11,8,12,6900,116383,Charlotte Coliseum,-176.69358497912708
laimbbi01w,3,DET,2,WNBA,DET,EA,,8,N,0,,,,Detroit Shock,766,1919,472,651,110,364,360,719,1079,478,609,201,541,132,828,1984,464,605,146,447,314,669,983,465,637,277,443,139,0,0,0,0,0,0,9,23,32,7,9,2,14,6,15,6450,94171,The Palace of Auburn Hills,-256.48890996061596
willigr99w,3,DET,1,WNBA,DET,EA,,8,N,0,,,,Detroit Shock,766,1919,472,651,110,364,360,719,1079,478,609,201,541,132,828,1984,464,605,146,447,314,669,983,465,637,277,443,139,0,0,0,0,0,0,9,23,32,7,9,2,14,6,15,6450,94171,The Palace of Auburn Hills,-270.1252735969797
laimbbi01w,4,DET,0,WNBA,DET,EA,,1,Y,0,W,W,W,Detroit Shock,902,2004,624,882,125,323,379,851,1230,545,605,263,608,158,911,2286,412,556,161,541,390,674,1064,504,774,309,497,129,0,0,0,0,0,0,25,9,34,13,4,12,5,18,6,6900,133647,The Palace of Auburn Hills,32.919388952235295
laimbbi01w,5,DET,0,WNBA,DET,EA,,3,Y,0,L,,,Detroit Shock,874,2097,556,792,62,209,397,773,1170,564,648,277,513,148,860,2098,470,609,191,533,325,730,1055,515,728,289,496,131,0,0,0,0,0,0,17,17,34,8,9,9,8,11,9,6850,160860,The Palace of Auburn Hills,-134.59601567707705
laimbbi01w,6,DET,0,WNBA,DET,EA,,4,Y,0,L,,,Detroit Shock,831,2060,509,774,76,238,412,803,1215,474,761,241,571,155,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,0,0,0,0,0,0,16,18,34,12,5,4,13,11,9,6925,159356,The Palace of Auburn Hills,-151.93841826255766
laimbbi01w,7,DET,0,WNBA,DET,EA,,2,Y,0,W,W,W,Detroit Shock,919,2220,553,746,136,414,406,880,1286,572,711,213,537,137,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,0,0,0,0,0,0,23,11,34,14,3,9,8,14,6,6825,159453,The Palace of Auburn Hills,17.828331440570764
laimbbi01w,8,DET,0,WNBA,DET,EA,,1,Y,0,W,W,L,Detroit Shock,972,2261,595,785,158,442,380,931,1311,563,702,227,564,117,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,0,0,0,0,0,0,24,10,34,12,5,12,5,14,6,6850,165738,The Palace of Auburn Hills,20.428749019005863
laimbbi01w,9,DET,0,WNBA,DET,EA,,1,Y,0,W,W,W,Detroit Shock,974,2295,556,744,168,476,405,843,1248,604,724,278,496,118,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,0,0,0,0,0,0,22,12,34,14,3,8,9,16,4,6875,162669,The Palace of Auburn Hills,13.279449429601755
laimbbi01w,10,DET,1,WNBA,DET,EA,,3,Y,0,W,L,,Detroit Shock,980,2277,539,721,153,436,373,853,1226,575,766,261,546,97,902,2201,632,813,208,611,320,781,1101,524,716,279,531,110,0,0,0,0,0,0,18,16,34,11,6,7,10,11,11,6975,136069,The Palace of Auburn Hills,-137.98007618421616
mahorri01w,10,DET,2,WNBA,DET,EA,,3,Y,0,W,L,,Detroit Shock,980,2277,539,721,153,436,373,853,1226,575,766,261,546,97,902,2201,632,813,208,611,320,781,1101,524,716,279,531,110,0,0,0,0,0,0,18,16,34,11,6,7,10,11,11,6975,136069,The Palace of Auburn Hills,-130.81161740285415
liebena01w,1,DET,0,WNBA,DET,EA,,5,N,0,,,,Detroit Shock,868,1980,519,699,76,273,341,644,985,503,701,260,530,88,905,1967,480,652,136,372,331,640,971,513,672,284,543,148,0,0,0,0,0,0,14,18,32,8,8,6,10,10,11,6425,107289,The Palace of Auburn Hills,-214.27255216431513
maherto99w,2,WAS,0,WNBA,WAS,EA,,8,N,0,,,,Washington Mystics,739,1915,333,504,117,418,356,699,1055,424,537,257,495,127,791,1945,347,467,146,408,331,737,1068,487,543,261,454,103,0,0,0,0,0,0,10,22,32,8,8,2,14,4,17,6500,246667,Verizon Center,-241.1260408760163
mcconsu01w,4,MIN,0,WNBA,MIN,WE,,4,Y,0,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,1079,580,634,242,558,101,878,2067,473,633,141,446,337,652,989,528,666,271,471,126,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253,Target Center,-109.59123360303556
mcconsu01w,5,MIN,0,WNBA,MIN,WE,,3,Y,0,L,,,Minnesota Lynx,767,1900,454,640,177,542,332,724,1056,526,660,257,613,139,804,1972,490,669,92,330,323,713,1036,508,676,333,502,133,0,0,0,0,0,0,18,16,34,11,6,7,10,12,10,6850,125097,Target Center,-128.966056134087
mcconsu01w,6,MIN,0,WNBA,MIN,WE,,6,N,0,,,,Minnesota Lynx,801,1946,437,601,172,492,310,715,1025,531,624,258,536,127,862,2019,435,592,129,376,344,711,1055,537,665,275,487,144,0,0,0,0,0,0,14,20,34,11,6,3,14,9,13,6850,113447,Target Center,-188.34024100051533
mchugma99w,3,SAC,0,WNBA,SAC,WE,,6,N,0,,,,Sacramento Monarchs,780,1945,494,653,112,395,301,648,949,500,675,247,456,109,815,1944,515,681,149,453,352,723,1075,493,633,233,496,128,0,0,0,0,0,0,14,18,32,10,6,4,12,8,13,6575,144179,ARCO Arena (II),-235.2924435915254
mchugma99w,4,SAC,1,WNBA,SAC,WE,,3,Y,0,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,1067,568,641,297,461,122,816,1991,435,597,149,467,345,751,1096,516,640,224,576,141,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578,ARCO Arena (II),-35.229912695288476
whisejo99w,4,SAC,2,WNBA,SAC,WE,,3,Y,0,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,1067,568,641,297,461,122,816,1991,435,597,149,467,345,751,1096,516,640,224,576,141,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578,ARCO Arena (II),-23.192875658251523
meadoma99w,9,ATL,0,WNBA,ATL,EA,,7,N,0,,,,Atlanta Dream,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,0,0,0,0,0,0,4,30,34,1,16,3,14,2,18,6825,141379,Philips Arena,-490.20865570462047
meadoma99w,10,ATL,0,WNBA,ATL,EA,,2,Y,0,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,0,0,0,0,0,0,18,16,34,12,5,6,11,10,12,6950,120737,Philips Arena,-90.592781651108
millech99w,1,PHO,0,WNBA,PHO,WE,,4,Y,0,L,,,Phoenix Mercury,803,1800,513,661,124,394,275,619,894,465,630,285,429,91,773,1828,421,574,135,416,334,635,969,486,699,224,531,91,0,0,0,0,0,0,20,12,32,11,5,9,7,11,10,6425,161075,US Airways Center,34.833874065298005
overtbo99w,8,CHI,0,WNBA,CHI,EA,,6,N,0,,,,Chicago Sky,925,2277,489,723,186,544,383,782,1165,597,634,262,510,112,963,2243,501,642,184,481,379,846,1225,584,683,242,566,138,0,0,0,0,0,0,14,20,34,6,11,8,9,6,14,6972,66557,UIC Pavilion,-220.27097900908666
peckca99wc,1,ORL,0,WNBA,CON,EA,,3,Y,0,L,,,Orlando Miracle,833,1911,397,546,145,424,319,606,925,473,583,255,486,130,851,1964,378,495,153,450,348,669,1017,536,637,264,500,108,0,0,0,0,0,0,16,16,32,11,5,5,11,13,8,6500,117810,Amway Arena,-133.08437512912246
peckca99wc,2,ORL,0,WNBA,CON,EA,,5,N,0,,,,Orlando Miracle,768,1914,430,587,174,532,356,614,970,452,643,320,532,125,806,1831,436,605,157,438,316,659,975,534,600,298,546,114,0,0,0,0,0,0,13,19,32,10,6,3,13,9,12,6450,118874,Amway Arena,-171.32073704729078
plankju99w,10,WAS,0,WNBA,WAS,EA,,4,Y,0,L,,,Washington Mystics,933,2205,580,827,139,426,388,803,1191,453,725,314,607,118,945,2184,570,755,162,478,322,789,1111,524,778,315,576,156,0,0,0,0,0,0,16,18,34,11,6,5,12,10,12,6875,192747,Verizon Center,-173.59845784957133
rothsro99w,1,MIA,0,WNBA,MIA,EA,,6,N,0,,,,Miami Sol,647,1774,452,664,85,310,365,595,960,415,707,272,524,88,715,1676,454,627,117,315,275,648,923,416,661,247,528,118,0,0,0,0,0,0,13,19,32,9,7,4,12,9,12,6475,127721,AmericanAirlines Arena,-253.96481900384197
rothsro99w,2,MIA,0,WNBA,MIA,EA,,3,Y,0,L,,,Miami Sol,754,1826,356,469,93,295,292,651,943,467,602,300,448,153,679,1725,420,588,120,395,301,667,968,388,538,259,512,87,0,0,0,0,0,0,20,12,32,10,6,10,6,14,7,6575,141717,AmericanAirlines Arena,-26.446276600060855
rothsro99w,3,MIA,0,WNBA,MIA,EA,,6,N,0,,,,Miami Sol,774,1856,369,529,129,389,296,573,869,476,643,274,435,96,745,1722,469,614,129,382,278,693,971,446,588,222,515,104,0,0,0,0,0,0,15,17,32,9,7,6,10,11,10,6475,141252,AmericanAirlines Arena,-139.3353924212247
shumajo01w,4,PHO,0,WNBA,PHO,WE,,7,N,0,,,,Phoenix Mercury,801,2095,379,556,116,349,357,643,1000,461,664,310,479,111,834,1867,466,626,136,371,303,811,1114,509,667,275,610,146,0,0,0,0,0,0,8,26,34,6,11,2,15,5,19,6925,144511,US Airways Center,-282.0802346485077
stanlma99w,3,WAS,0,WNBA,WAS,EA,,3,Y,0,W,,,Washington Mystics,806,1910,359,478,164,443,330,708,1038,516,583,221,455,94,786,1903,397,538,147,446,309,680,989,442,570,237,441,101,0,0,0,0,0,0,17,15,32,9,7,8,8,12,9,6450,259237,Verizon Center,-82.63449903428636
stanlma99w,4,WAS,0,WNBA,WAS,EA,,7,N,0,,,,Washington Mystics,896,2191,381,507,157,505,382,703,1085,568,676,213,462,99,909,2033,509,691,171,482,334,781,1115,591,565,251,468,119,0,0,0,0,0,0,9,25,34,3,14,6,11,7,17,6875,238710,Verizon Center,-293.0938193488446
thibami99w,4,CON,0,WNBA,CON,EA,,3,Y,0,W,L,,Connecticut Sun,864,2102,479,646,177,549,333,762,1095,520,663,270,434,111,864,2104,509,673,172,536,366,812,1178,553,669,252,476,88,0,0,0,0,0,0,18,16,34,10,7,8,9,11,13,6875,102433,Mohegan Sun Arena,-144.94759049594404
thibami99w,5,CON,0,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,0,0,0,0,0,0,18,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,-85.26868264621726
thibami99w,6,CON,0,WNBA,CON,EA,,1,Y,0,W,W,W,Connecticut Sun,916,2025,512,688,130,373,322,788,1110,573,624,236,452,130,835,2100,452,599,122,400,350,728,1078,495,675,258,442,79,0,0,0,0,0,0,26,8,34,14,3,12,5,13,7,6800,121944,Mohegan Sun Arena,111.79740617128891
thibami99w,7,CON,0,WNBA,CON,EA,,1,Y,0,W,L,,Connecticut Sun,982,2216,545,675,174,510,342,926,1268,630,530,252,514,153,948,2357,358,500,163,508,370,783,1153,528,646,273,486,103,0,0,0,0,0,0,26,8,34,14,3,12,5,15,5,6825,126096,Mohegan Sun Arena,132.61192057945618
thibami99w,8,CON,0,WNBA,CON,EA,,3,Y,0,L,,,Connecticut Sun,1001,2327,478,615,195,572,354,868,1222,619,641,272,540,156,976,2317,475,626,166,485,337,842,1179,581,633,246,524,85,0,0,0,0,0,0,18,16,34,8,9,10,7,10,10,6925,135490,Mohegan Sun Arena,-58.986274528671856
thibami99w,9,CON,0,WNBA,CON,EA,,2,Y,0,L,,,Connecticut Sun,965,2286,539,723,221,669,370,869,1239,607,629,211,487,97,955,2284,472,638,159,496,360,840,1200,554,703,252,499,104,0,0,0,0,0,0,21,13,34,13,4,8,9,13,7,6850,129951,Mohegan Sun Arena,9.983664882645826
thibami99w,10,CON,0,WNBA,CON,EA,,6,N,0,,,,Connecticut Sun,966,2381,517,692,202,639,358,826,1184,608,677,250,453,130,953,2236,591,746,157,488,329,945,1274,525,684,248,549,125,0,0,0,0,0,0,16,18,34,12,5,4,13,10,12,6975,115496,Mohegan Sun Arena,-144.35219556966422
thompka99w,8,HOU,0,WNBA,HOU,WE,,5,N,0,,,,Houston Comets,915,2149,554,721,126,365,374,770,1144,558,655,289,633,109,924,2190,578,719,202,581,342,721,1063,588,677,310,568,160,0,0,0,0,0,0,13,21,34,7,10,6,11,10,12,6800,138816,Toyota Center,-252.21567738476324
thompka99w,9,HOU,0,WNBA,HOU,WE,,5,N,0,,,,Houston Comets,923,2213,563,736,152,481,376,803,1179,556,728,295,599,120,903,2186,582,781,218,580,349,743,1092,542,744,313,555,165,0,0,0,0,0,0,17,17,34,13,4,4,13,10,10,6925,111951,Toyota Center,-178.88139763176105
westhpa99w,7,PHO,0,WNBA,PHO,WE,,5,N,0,,,,Phoenix Mercury,1079,2434,537,684,265,722,334,811,1145,640,741,275,442,127,1023,2360,630,852,203,618,408,875,1283,578,669,231,537,126,0,0,0,0,0,0,18,16,34,10,7,8,9,8,12,6900,126801,US Airways Center,-80.78600333253553
westhpa99w,8,PHO,0,WNBA,PHO,WE,,1,Y,0,W,W,W,Phoenix Mercury,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,0,0,0,0,0,0,23,11,34,12,5,11,6,17,5,6850,131524,US Airways Center,-40.55375550180861
whisejo99w,5,SAC,0,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),-43.51659183796255
whisejo99w,6,SAC,0,WNBA,SAC,WE,,1,Y,0,W,W,W,Sacramento Monarchs,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,0,0,0,0,0,0,25,9,34,15,2,10,7,17,5,6800,145213,ARCO Arena (II),127.40944493667212
whisejo99w,7,SAC,0,WNBA,SAC,WE,,2,Y,0,W,W,L,Sacramento Monarchs,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,0,0,0,0,0,0,21,13,34,14,3,7,10,10,10,6875,147739,ARCO Arena (II),5.119380493101744
willifr99w,1,UTA,0,WNBA,SAS,WE,,5,N,0,,,,Utah Starzz,858,1896,609,790,88,262,348,732,1080,522,698,214,544,157,860,1964,531,721,156,448,313,598,911,503,702,301,437,112,0,0,0,0,0,0,18,14,32,12,4,6,10,13,8,6400,103442,EnergySolutions Arena,-114.90383531976022
willigr99w,2,DET,0,WNBA,DET,EA,,7,N,0,,,,Detroit Shock,774,1914,412,542,143,405,324,621,945,469,602,225,498,82,848,1837,446,583,127,340,279,702,981,438,591,262,483,109,0,0,0,0,0,0,10,22,32,6,10,4,12,7,14,6550,109348,The Palace of Auburn Hills,-272.93166414884854
wintebr01w,5,IND,0,WNBA,IND,EA,,6,N,0,,,,Indiana Fever,791,2011,450,580,166,481,396,705,1101,555,639,261,486,134,804,1865,516,695,121,352,281,688,969,514,603,268,466,162,0,0,0,0,0,0,15,19,34,10,7,5,12,8,12,6850,128989,Conseco Fieldhouse,-156.35592466914136
wintebr01w,6,IND,0,WNBA,IND,EA,,2,Y,0,W,L,,Indiana Fever,784,1958,452,595,150,468,341,671,1012,493,668,336,477,95,775,1798,460,642,123,367,279,711,990,435,644,234,558,113,0,0,0,0,0,0,21,13,34,14,3,7,10,14,6,6925,142494,Conseco Fieldhouse,-64.27557439841848
wintebr01w,7,IND,0,WNBA,IND,EA,,3,Y,0,L,,,Indiana Fever,873,2144,518,676,171,551,339,755,1094,501,606,354,528,93,883,2043,413,559,137,444,288,773,1061,507,685,259,617,105,0,0,0,0,0,0,21,13,34,12,5,9,8,12,8,6850,122768,Conseco Fieldhouse,-1.462947835347677
wintebr01w,8,IND,0,WNBA,IND,EA,,2,Y,0,W,L,,Indiana Fever,907,2167,478,617,188,546,341,812,1153,511,646,308,589,136,881,2192,450,608,158,483,369,795,1164,475,663,280,610,114,0,0,0,0,0,0,21,13,34,12,5,9,8,12,8,6875,133915,Conseco Fieldhouse,-13.763399344652044
zierddo99w,8,MIN,0,WNBA,MIN,WE,,6,N,0,,,,Minnesota Lynx,971,2355,531,674,163,496,397,785,1182,596,713,238,561,95,988,2195,614,785,162,461,318,800,1118,565,645,279,529,147,0,0,0,0,0,0,10,24,34,7,10,3,14,8,14,6875,121019,Target Center,-262.34802600037165
zierddo99w,9,MIN,0,WNBA,MIN,WE,,7,N,0,,,,Minnesota Lynx,991,2303,652,864,133,413,353,792,1145,557,751,309,472,131,974,2220,612,809,161,486,350,862,1212,587,748,248,579,140,0,0,0,0,0,0,16,18,34,9,8,7,10,8,12,6900,118463,Target Center,-103.7270611177737
